Stunde;Außen-temperatur;Absolute Feuchtigkeit;Entfeuchtungs-leistung (bei 26°C);Heizleistung;Kühlleistung;Gesamt-leistung
hh;°C;g/kg;kW;kW;kW;kW
540;1,4;3,83;0,00;0,00;0,00;0,00
541;2,9;4,26;0,00;0,00;0,00;0,00
542;4,1;4,63;0,00;0,00;0,00;0,00
543;4,6;4,8;0,00;0,00;0,00;0,00
544;5;3,98;0,00;0,00;0,31;0,31
545;4,4;3,19;0,00;0,00;0,20;0,20
546;3,4;3,06;0,00;0,21;0,00;0,21
547;2,5;2,84;0,00;0,17;0,00;0,17
548;1,6;2,67;0,00;0,37;0,00;0,37
549;0,7;2,53;0,00;0,45;0,00;0,45
550;0,2;2,48;0,00;0,55;0,00;0,55
551;1,2;2,44;0,00;0,00;0,00;0,00
552;2,1;2,45;0,00;0,00;0,00;0,00
553;3,1;2,59;0,00;0,00;0,00;0,00
554;4,3;2,41;0,00;0,00;0,00;0,00
555;5,4;2,3;0,00;101,94;0,00;101,94
556;6;2,26;0,00;139,39;0,00;139,39
557;6,7;2,22;0,00;143,14;0,00;143,14
558;7,1;2,08;0,00;145,29;0,00;145,29
559;7,6;2,07;0,00;146,05;0,00;146,05
560;7,7;2,1;0,00;141,00;0,00;141,00
561;6,8;2,15;0,00;0,00;0,28;0,28
562;5,4;2,24;0,00;0,00;0,00;0,00
563;4;2,33;0,00;0,00;0,20;0,20
564;2,6;2,44;0,00;0,00;0,19;0,19
565;1,7;2,57;0,00;0,00;0,00;0,00
566;1,2;2,7;0,00;0,00;0,00;0,00
567;1,2;2,82;0,00;0,00;0,25;0,25
568;1,8;2,78;0,00;0,00;0,22;0,22
569;3,1;2,77;0,00;0,57;0,00;0,57
570;3,5;2,8;0,00;16,69;0,00;16,69
571;3,8;2,66;0,00;48,98;0,00;48,98
572;4,2;2,72;0,00;48,03;0,00;48,03
573;4,6;2,74;0,00;57,34;0,00;57,34
574;4,9;2,77;0,00;99,69;0,00;99,69
575;5,3;2,72;0,00;131,41;0,00;131,41
576;5,7;2,64;0,00;137,19;0,00;137,19
577;5,6;2,66;0,00;137,25;0,00;137,25
578;5,5;2,66;0,00;136,71;0,00;136,71
579;5,5;2,61;0,00;136,71;0,00;136,71
580;5,3;2,65;0,00;135,64;0,00;135,64
581;5,3;2,7;0,00;135,64;0,00;135,64
582;5,2;2,71;0,00;135,10;0,00;135,10
583;5,1;2,72;0,00;123,14;0,00;123,14
584;5,1;2,73;0,00;112,88;0,00;112,88
585;4,2;2,83;0,00;0,00;0,38;0,38
586;2,9;2,9;0,00;0,00;0,00;0,00
587;1,1;3,19;0,00;0,00;0,28;0,28
588;0,3;3,09;0,00;0,00;0,65;0,65
589;1,2;3,23;0,00;0,00;0,48;0,48
590;1,9;3,96;0,00;0,00;0,49;0,49
591;1,3;3,81;0,00;0,00;0,00;0,00
592;0,9;3,7;0,00;0,00;0,13;0,13
593;0;3,48;0,00;0,24;0,00;0,24
594;0,1;3,51;0,00;0,29;0,00;0,29
595;0,2;3,76;0,00;0,11;0,00;0,11
596;0,5;3,74;0,00;0,00;0,00;0,00
597;0;3,63;0,00;0,10;0,00;0,10
598;0;3,67;0,00;0,10;0,00;0,10
599;0,1;3,85;0,00;0,00;0,00;0,00
600;0,1;3,99;0,00;0,00;0,00;0,00
601;0;3,69;0,00;70,04;0,00;70,04
602;0,1;3,91;0,00;107,76;0,00;107,76
603;0,2;3,94;0,00;108,30;0,00;108,30
604;0,2;3,86;0,00;108,30;0,00;108,30
605;0,3;3,74;0,00;108,83;0,00;108,83
606;0,2;3,92;0,00;108,30;0,00;108,30
607;0,2;3,91;0,00;96,11;0,00;96,11
608;0,2;3,8;0,00;81,06;0,00;81,06
609;0,7;3,88;0,00;0,00;0,52;0,52
610;1,8;3,93;0,00;0,00;0,27;0,27
611;3,1;3,66;0,00;0,00;0,43;0,43
612;4,6;3,77;0,00;0,00;0,98;0,98
613;6,1;3,75;0,00;0,00;0,91;0,91
614;7,3;3,85;0,00;0,00;0,92;0,92
615;8,4;4,08;0,00;0,00;0,78;0,78
616;8,7;3,98;0,00;0,00;1,16;1,16
617;7,8;4,21;0,00;0,00;0,79;0,79
618;7,3;4,69;0,00;0,00;0,11;0,11
619;6,8;4,33;0,00;0,00;0,29;0,29
620;6,3;4,36;0,00;0,00;0,30;0,30
621;5,8;4,54;0,00;0,00;0,00;0,00
622;5,3;4,35;0,00;0,00;0,00;0,00
623;4,8;4,24;0,00;0,00;0,00;0,00
624;4,4;4,24;0,00;0,00;0,00;0,00
625;3,7;4,23;0,00;0,00;0,00;0,00
626;3;4,4;0,00;0,00;0,00;0,00
627;2,2;4,28;0,00;0,00;0,00;0,00
628;2;4,55;0,00;0,00;0,00;0,00
629;1,7;4,52;0,00;0,00;0,00;0,00
630;1,5;4,45;0,00;0,00;0,00;0,00
631;1,3;4,38;0,00;0,00;0,00;0,00
632;1,2;4,32;0,00;0,16;0,00;0,16
633;1,6;4,46;0,00;0,00;0,45;0,45
634;2,4;4,72;0,00;0,00;0,45;0,45
635;2;4,63;0,00;0,00;0,14;0,14
636;2,6;4,6;0,00;0,00;0,49;0,49
637;2,9;4,57;0,00;0,00;0,37;0,37
638;5,2;4,99;0,00;0,00;1,04;1,04
639;6,3;5,4;0,00;0,00;0,74;0,74
640;6,5;4,48;0,00;0,00;0,86;0,86
641;6;4,25;0,00;0,00;0,67;0,67
642;5,2;4,06;0,00;0,00;0,00;0,00
643;4,6;3,91;0,00;0,00;0,00;0,00
644;3,9;3,86;0,00;0,00;0,00;0,00
645;3,2;3,83;0,00;0,00;0,00;0,00
646;2,5;3,64;0,00;0,00;0,00;0,00
647;1,8;3,51;0,00;0,00;0,00;0,00
648;1,1;3,41;0,00;0,00;0,00;0,00
649;0,5;3,39;0,00;0,00;0,00;0,00
650;0,2;3,37;0,00;0,00;0,00;0,00
651;0,9;3,18;0,00;0,00;0,00;0,00
652;1,2;3,37;0,00;0,00;0,00;0,00
653;1,6;3,42;0,00;95,96;0,00;95,96
654;1,8;3,35;0,00;116,87;0,00;116,87
655;2,1;3,29;0,00;106,59;0,00;106,59
656;2,1;3,26;0,00;96,40;0,00;96,40
657;1,2;3,27;0,00;0,00;0,65;0,65
658;1,2;3,22;0,00;0,21;0,00;0,21
659;0,6;3,45;0,00;0,00;1,68;1,68
660;2,8;3,4;0,00;0,00;1,21;1,21
661;3,7;3,34;0,00;0,00;0,67;0,67
662;4,3;3,48;0,00;0,00;0,71;0,71
663;3,8;3,54;0,00;0,00;0,15;0,15
664;3,1;4,25;0,00;0,00;0,28;0,28
665;2,3;4,08;0,00;0,13;0,00;0,13
666;1,5;3,85;0,00;0,25;0,00;0,25
667;1,1;3,74;0,00;0,00;1,25;1,25
668;0,6;3,61;0,00;0,00;1,13;1,13
669;0,3;3,66;0,00;0,00;0,99;0,99
670;0,1;3,55;0,00;0,00;0,00;0,00
671;0,6;3,45;0,00;0,26;0,00;0,26
672;1;3,35;0,00;0,00;0,00;0,00
673;1,3;3,43;0,00;0,00;0,00;0,00
674;1,6;3,23;0,00;0,00;0,00;0,00
675;1,9;3,11;0,00;0,00;0,00;0,00
676;2,1;3,08;0,00;0,00;0,00;0,00
677;2,2;3,05;0,00;39,76;0,00;39,76
678;2,3;3,03;0,00;119,56;0,00;119,56
679;2,4;2,64;0,00;108,38;0,00;108,38
680;2,4;2,62;0,00;98,18;0,00;98,18
681;1,5;2,53;0,00;0,00;0,24;0,24
682;0;2,79;0,00;0,00;0,20;0,20
683;2,1;3,11;0,00;0,00;0,43;0,43
684;4;3,42;0,00;0,00;0,93;0,93
685;5,5;3,8;0,00;0,00;0,70;0,70
686;6,6;3,88;0,00;0,00;0,92;0,92
687;7,6;4,09;0,00;0,00;0,79;0,79
688;7,9;4,1;0,00;0,00;1,17;1,17
689;6,9;3,88;0,00;0,00;0,94;0,94
690;5,5;3,92;0,00;0,00;0,00;0,00
691;4,8;4,11;0,00;0,00;1,62;1,62
692;4,2;4,07;0,00;0,00;1,42;1,42
693;3,5;3,99;0,00;0,00;1,09;1,09
694;2,9;3,81;0,00;0,00;1,11;1,11
695;2,2;3,55;0,00;0,18;0,00;0,18
696;1,5;3,48;0,00;0,00;0,00;0,00
697;0,7;3,29;0,00;0,00;0,00;0,00
698;0,1;3,37;0,00;0,00;0,00;0,00
699;0,9;3,41;0,00;0,00;0,00;0,00
700;1,4;3,33;0,00;0,00;0,00;0,00
701;1,8;3,14;0,00;0,00;0,00;0,00
702;2,1;3,35;0,00;0,00;0,00;0,00
703;2,4;3,37;0,00;0,00;0,00;0,00
704;2,5;3,36;0,00;0,00;0,00;0,00
705;0,8;3,8;0,00;0,00;0,00;0,00
706;1,4;3,97;0,00;0,00;0,77;0,77
707;3,8;3,98;0,00;0,00;0,89;0,89
708;6;4,17;0,00;0,00;0,88;0,88
709;7,8;4,5;0,00;0,00;0,14;0,14
710;8,5;4,47;0,00;0,00;0,30;0,30
711;8,6;4,26;0,00;0,00;0,24;0,24
712;7,7;4,21;0,00;0,00;0,31;0,31
713;6,2;4,14;0,00;0,00;0,24;0,24
714;4,6;4,06;0,00;0,19;0,00;0,19
715;4,2;4,19;0,00;0,00;0,00;0,00
716;3,8;4,19;0,00;0,00;0,93;0,93
717;3,5;4;0,00;0,00;0,73;0,73
718;3,1;4,16;0,00;0,00;0,81;0,81
719;2,8;4,13;0,00;0,11;0,00;0,11
720;2,4;3,91;0,00;0,00;0,00;0,00
721;2,2;3,8;0,00;0,00;0,00;0,00
722;2,1;4;0,00;0,00;0,00;0,00
723;1,9;3,86;0,00;0,00;0,00;0,00
724;1,8;3,78;0,00;0,00;0,00;0,00
725;1,8;3,68;0,00;0,00;0,00;0,00
726;1,7;4,02;0,00;0,00;0,00;0,00
727;1,7;4,34;0,00;89,31;0,00;89,31
728;1,7;4,39;0,00;85,53;0,00;85,53
729;3,4;4,79;0,00;0,00;0,45;0,45
730;5,2;5,01;0,00;0,00;0,69;0,69
731;6,4;4,7;0,00;0,00;2,20;2,20
732;7,6;4,54;0,00;0,00;2,24;2,24
733;8,6;5,67;0,00;0,00;0,74;0,74
734;8,2;6,38;0,00;0,00;0,00;0,00
735;9,4;6,68;0,00;0,00;1,43;1,43
736;9,8;5,56;0,00;0,00;1,76;1,76
737;9,2;4,51;0,00;0,00;2,08;2,08
738;8,1;4,35;0,00;0,00;0,00;0,00
739;7,5;4,3;0,00;0,00;1,88;1,88
740;6,9;4,04;0,00;0,00;1,76;1,76
741;6,3;3,86;0,00;0,00;1,58;1,58
742;5,7;3,94;0,00;0,00;0,21;0,21
743;5,1;3,98;0,00;0,00;0,00;0,00
744;4,5;4,11;0,00;0,00;0,00;0,00
745;3,8;3,95;0,00;0,00;0,00;0,00
746;3,1;3,89;0,00;0,00;0,00;0,00
747;2,4;3,9;0,00;0,00;0,00;0,00
748;2,1;3,94;0,00;0,00;0,00;0,00
749;1,7;3,94;0,00;0,00;0,00;0,00
750;1,5;3,91;0,00;0,00;0,00;0,00
751;1,3;3,94;0,00;0,00;0,00;0,00
752;1,3;4,14;0,00;0,15;0,00;0,15
753;2,3;4,15;0,00;0,00;1,54;1,54
754;4,1;4,3;0,00;0,00;1,42;1,42
755;5,8;4,45;0,00;0,00;1,42;1,42
756;7,3;4,29;0,00;0,00;2,03;2,03
757;7,7;4,41;0,00;0,00;1,10;1,10
758;7,3;4,39;0,00;0,00;0,84;0,84
759;6,6;4,79;0,00;0,00;0,24;0,24
760;5,6;4,72;0,00;0,00;0,00;0,00
761;4,7;4,86;0,00;0,00;0,00;0,00
762;4;4,68;0,00;0,19;0,00;0,19
763;3,7;4,63;0,00;0,00;0,00;0,00
764;3,4;4,6;0,00;0,00;0,00;0,00
765;3;4,47;0,00;0,00;0,00;0,00
766;2,7;4,22;0,00;0,00;0,00;0,00
767;2,4;4,07;0,00;0,00;0,00;0,00
768;2,1;3,95;0,00;0,00;0,00;0,00
769;1,9;3,95;0,00;0,00;0,00;0,00
770;1,6;3,74;0,00;0,00;0,00;0,00
771;1,4;3,81;0,00;0,00;0,00;0,00
772;1,3;3,99;0,00;0,00;0,00;0,00
773;1,2;3,94;0,00;0,00;0,00;0,00
774;1,1;3,87;0,00;0,00;0,00;0,00
775;1;3,93;0,00;0,00;0,00;0,00
776;1,1;3,83;0,00;0,15;0,00;0,15
777;2;3,67;0,00;0,00;0,93;0,93
778;3,8;3,95;0,00;0,00;1,00;1,00
779;4,9;4,11;0,00;0,00;0,74;0,74
780;6,5;4,12;0,00;0,00;1,54;1,54
781;7,1;4,16;0,00;0,00;0,85;0,85
782;6,8;4,17;0,00;0,00;0,62;0,62
783;6,4;4,25;0,00;0,00;0,29;0,29
784;5,5;4,14;0,00;0,00;0,00;0,00
785;4,8;3,82;0,00;0,00;0,00;0,00
786;4,1;3,78;0,00;0,13;0,00;0,13
787;3,9;3,88;0,00;0,00;0,00;0,00
788;3,6;3,81;0,00;0,00;0,00;0,00
789;3,3;4,27;0,00;0,00;0,00;0,00
790;2,8;4,32;0,00;0,00;0,00;0,00
791;2,8;4,12;0,00;0,00;0,00;0,00
792;2,5;4,23;0,00;0,00;0,00;0,00
793;1,7;3,98;0,00;0,00;0,00;0,00
794;1,6;3,79;0,00;0,00;0,00;0,00
795;1,2;3,69;0,00;0,00;0,00;0,00
796;1;3,8;0,00;0,00;0,00;0,00
797;0,8;3,75;0,00;0,00;0,00;0,00
798;0,7;3,71;0,00;0,00;0,00;0,00
799;0,5;3,67;0,00;0,00;0,00;0,00
800;0,5;3,67;0,00;0,18;0,00;0,18
801;1,1;3,81;0,00;0,00;0,66;0,66
802;1,7;3,82;0,00;0,00;0,46;0,46
803;2;3,9;0,00;0,00;0,38;0,38
804;2,3;4;0,00;0,00;0,58;0,58
805;2,8;3,35;0,00;0,00;0,52;0,52
806;3,3;3,26;0,00;0,00;0,54;0,54
807;3,4;4,07;0,00;0,00;0,19;0,19
808;3,6;3,28;0,00;0,00;0,42;0,42
809;3,3;3,12;0,00;0,00;0,14;0,14
810;2,8;2,95;0,00;0,20;0,00;0,20
811;2,2;2,84;0,00;0,11;0,00;0,11
812;1,7;2,74;0,00;0,11;0,00;0,11
813;1,1;2,68;0,00;0,17;0,00;0,17
814;0,6;2,82;0,00;0,15;0,00;0,15
815;0;2,92;0,00;0,12;0,00;0,12
816;0,6;2,94;0,00;0,00;0,00;0,00
817;1,6;2,73;0,00;0,00;0,00;0,00
818;2,7;2,7;0,00;4,35;0,00;4,35
819;3,9;2,48;0,00;128,13;0,00;128,13
820;4,5;2,34;0,00;131,35;0,00;131,35
821;5,2;2,35;0,00;135,10;0,00;135,10
822;5,6;2,26;0,00;137,25;0,00;137,25
823;6,1;2,16;0,00;128,66;0,00;128,66
824;6,2;2,16;0,00;115,77;0,00;115,77
825;5,4;2,2;0,00;0,00;0,85;0,85
826;4,2;2,27;0,00;0,00;0,25;0,25
827;3;2,3;0,00;0,00;0,42;0,42
828;2;2,36;0,00;0,00;0,70;0,70
829;1,3;2,43;0,00;0,00;0,52;0,52
830;0,8;2,58;0,00;0,00;0,56;0,56
831;0,7;2,51;0,00;0,00;0,30;0,30
832;1,1;2,56;0,00;0,00;0,32;0,32
833;1,9;2,69;0,00;0,00;0,20;0,20
834;2,9;2,73;0,00;0,42;0,00;0,42
835;3,1;2,71;0,00;0,00;0,47;0,47
836;3,3;2,73;0,00;0,00;0,37;0,37
837;3,5;2,81;0,00;0,00;0,32;0,32
838;3,7;2,63;0,00;0,31;0,00;0,31
839;3,9;2,73;0,00;0,36;0,00;0,36
840;4,1;2,67;0,00;0,00;0,00;0,00
841;3,9;2,79;0,00;0,00;0,00;0,00
842;3,6;2,89;0,00;0,00;0,00;0,00
843;3;2,92;0,00;92,73;0,00;92,73
844;2,7;3,11;0,00;121,70;0,00;121,70
845;2,4;3,25;0,00;120,09;0,00;120,09
846;2,2;3,25;0,00;119,02;0,00;119,02
847;2;3,3;0,00;110,06;0,00;110,06
848;1,9;3,2;0,00;99,21;0,00;99,21
849;1,6;3,16;0,00;50,71;0,00;50,71
850;1,4;3,28;0,00;19,57;0,00;19,57
851;1;3,35;0,00;17,77;0,00;17,77
852;0,6;3,35;0,00;0,00;0,20;0,20
853;1;3,4;0,00;0,00;0,00;0,00
854;1,8;3,85;0,00;0,00;0,64;0,64
855;2,6;4,08;0,00;0,00;0,31;0,31
856;3,4;4,32;0,00;0,00;0,59;0,59
857;3,4;4,31;0,00;0,00;0,51;0,51
858;2,8;4,13;0,00;0,17;0,00;0,17
859;2,5;4,06;0,00;0,00;2,24;2,24
860;2,3;3,99;0,00;0,00;1,94;1,94
861;2;3,92;0,00;0,00;1,79;1,79
862;1,8;3,85;0,00;0,00;1,72;1,72
863;1,6;3,96;0,00;0,00;0,00;0,00
864;1,3;3,89;0,00;0,00;0,00;0,00
865;0,7;3,71;0,00;0,00;0,00;0,00
866;0;3,52;0,00;0,00;0,00;0,00
867;0,8;3,2;0,00;0,00;0,00;0,00
868;1,1;3,27;0,00;0,00;0,00;0,00
869;1,5;3,25;0,00;0,00;0,00;0,00
870;1,7;3,22;0,00;83,31;0,00;83,31
871;2;3,14;0,00;115,87;0,00;115,87
872;2,4;3,12;0,00;111,63;0,00;111,63
873;1,9;3,12;0,00;34,31;0,00;34,31
874;1,5;3,12;0,00;18,04;0,00;18,04
875;1,2;3,32;0,00;31,13;0,00;31,13
876;1;3,35;0,00;50,01;0,00;50,01
877;1;3,36;0,00;59,51;0,00;59,51
878;0,3;3,47;0,00;0,00;0,56;0,56
879;1;3,41;0,00;0,00;0,00;0,00
880;1,2;3,56;0,00;0,00;0,11;0,11
881;0,9;3,58;0,00;0,00;0,11;0,11
882;0,4;3,43;0,00;0,26;0,00;0,26
883;0,1;3,26;0,00;0,11;0,00;0,11
884;0,6;3,14;0,00;0,00;0,45;0,45
885;1;2,86;0,00;0,00;0,28;0,28
886;1,5;2,83;0,00;0,00;0,30;0,30
887;2;2,75;0,00;0,21;0,00;0,21
888;2,5;2,72;0,00;7,93;0,00;7,93
889;2,8;2,76;0,00;122,24;0,00;122,24
890;3,1;2,66;0,00;123,84;0,00;123,84
891;3,3;2,59;0,00;124,92;0,00;124,92
892;3,5;2,6;0,00;125,99;0,00;125,99
893;3,6;2,69;0,00;126,52;0,00;126,52
894;3,7;2,75;0,00;127,06;0,00;127,06
895;3,7;2,68;0,00;125,03;0,00;125,03
896;3,7;2,67;0,00;119,09;0,00;119,09
897;2,3;2,73;0,00;0,00;0,31;0,31
898;0,4;2,79;0,00;0,00;0,00;0,00
899;1,7;2,93;0,00;0,00;0,93;0,93
900;3,3;3,03;0,00;0,00;0,78;0,78
901;4,6;3,04;0,00;0,00;0,69;0,69
902;5,6;2,99;0,00;0,00;0,15;0,15
903;6;2,95;0,00;0,00;1,23;1,23
904;5,7;3,07;0,00;0,00;1,24;1,24
905;4,6;3;0,00;0,00;1,12;1,12
906;3,3;2,78;0,00;0,16;0,00;0,16
907;2,6;2,62;0,00;0,00;1,19;1,19
908;1,9;2,49;0,00;0,00;1,06;1,06
909;1,2;2,57;0,00;0,00;0,89;0,89
910;0,5;2,46;0,00;0,00;0,00;0,00
911;0,2;2,51;0,00;0,20;0,00;0,20
912;0,9;2,45;0,00;0,00;0,00;0,00
913;1,7;2,67;0,00;0,00;0,00;0,00
914;2,6;2,51;0,00;0,00;0,00;0,00
915;3,5;2,35;0,00;0,00;0,00;0,00
916;4;2,25;0,00;0,00;0,00;0,00
917;4,5;2,25;0,00;59,84;0,00;59,84
918;4,8;2,16;0,00;132,96;0,00;132,96
919;5,2;2,07;0,00;133,61;0,00;133,61
920;5,2;2,24;0,00;123,82;0,00;123,82
921;4;2,41;0,00;0,00;0,73;0,73
922;2,5;2,48;0,00;0,00;0,15;0,15
923;1,1;2,69;0,00;0,00;0,21;0,21
924;0;2,71;0,00;0,00;0,44;0,44
925;0,9;2,73;0,00;0,00;0,37;0,37
926;1,4;2,65;0,00;0,00;0,35;0,35
927;1,4;2,58;0,00;0,00;0,13;0,13
928;1;2,57;0,00;0,00;0,11;0,11
929;0,1;2,62;0,00;0,00;0,00;0,00
930;0,9;2,53;0,00;0,22;0,00;0,22
931;1,5;2,51;0,00;0,26;0,00;0,26
932;2;2,5;0,00;0,27;0,00;0,27
933;2,6;2,5;0,00;0,31;0,00;0,31
934;3,2;2,33;0,00;0,31;0,00;0,31
935;3,7;2,33;0,00;0,15;0,00;0,15
936;4,3;2,45;0,00;0,00;0,00;0,00
937;4,6;2,51;0,00;99,77;0,00;99,77
938;4,8;2,46;0,00;132,96;0,00;132,96
939;5,1;2,4;0,00;134,57;0,00;134,57
940;5,3;2,49;0,00;135,64;0,00;135,64
941;5,4;2,48;0,00;136,17;0,00;136,17
942;5,5;2,33;0,00;136,71;0,00;136,71
943;5,7;2,31;0,00;136,31;0,00;136,31
944;5,6;2,32;0,00;126,05;0,00;126,05
945;4,5;2,41;0,00;0,00;0,35;0,35
946;3,2;2,11;0,00;0,00;0,00;0,00
947;2,1;2,13;0,00;0,00;0,00;0,00
948;1,1;2,11;0,00;0,00;0,22;0,22
949;0,2;2,19;0,00;0,00;0,23;0,23
950;0,3;2,25;0,00;0,00;0,23;0,23
951;0,4;2,87;0,00;0,00;0,00;0,00
952;0,3;3,44;0,00;0,00;0,00;0,00
953;0,6;3,36;0,00;0,00;0,00;0,00
954;1,2;3,08;0,00;0,30;0,00;0,30
955;1,5;3,02;0,00;0,26;0,00;0,26
956;1,8;2,95;0,00;0,27;0,00;0,27
957;2,1;2,88;0,00;25,38;0,00;25,38
958;2,4;2,82;0,00;64,91;0,00;64,91
959;2,7;2,76;0,00;79,19;0,00;79,19
960;3;2,7;0,00;81,52;0,00;81,52
961;3,3;2,64;0,00;124,92;0,00;124,92
962;3,6;2,59;0,00;126,52;0,00;126,52
963;4;2,51;0,00;128,67;0,00;128,67
964;4;2,51;0,00;128,67;0,00;128,67
965;4,1;2,63;0,00;129,21;0,00;129,21
966;4,2;2,64;0,00;129,74;0,00;129,74
967;4,3;2,71;0,00;128,75;0,00;128,75
968;4,2;2,75;0,00;118,22;0,00;118,22
969;3;3,01;0,00;0,00;0,87;0,87
970;1,5;3,03;0,00;0,00;0,21;0,21
971;0,1;2,84;0,00;0,00;0,34;0,34
972;0,8;2,63;0,00;0,00;0,31;0,31
973;1,7;2,93;0,00;0,00;0,33;0,33
974;2,3;2,84;0,00;0,00;0,35;0,35
975;2,4;2,67;0,00;0,00;0,11;0,11
976;2;2,77;0,00;0,00;0,00;0,00
977;1,2;2,9;0,00;0,00;0,00;0,00
978;0,2;2,82;0,00;0,18;0,00;0,18
979;0;2,8;0,00;0,00;0,15;0,15
980;0,2;2,68;0,00;0,00;0,11;0,11
981;0,5;2,53;0,00;0,00;0,00;0,00
982;0,7;2,39;0,00;0,00;0,00;0,00
983;0,9;2,52;0,00;0,00;0,00;0,00
984;1,1;2,63;0,00;0,00;0,00;0,00
985;1,4;3,05;0,00;0,00;0,00;0,00
986;1,5;3,15;0,00;0,00;0,00;0,00
987;1,7;3,11;0,00;62,68;0,00;62,68
988;1,8;3,1;0,00;116,87;0,00;116,87
989;1,9;3,08;0,00;117,41;0,00;117,41
990;2;2,93;0,00;117,95;0,00;117,95
991;2;3,06;0,00;116,33;0,00;116,33
992;1,9;3,07;0,00;105,35;0,00;105,35
993;1,3;3,07;0,00;0,00;0,00;0,00
994;0,7;3,21;0,00;18,00;0,00;18,00
995;0;2,61;0,00;0,00;0,29;0,29
996;0,7;2,37;0,00;0,00;0,21;0,21
997;1,5;2,28;0,00;0,00;0,25;0,25
998;2;2,94;0,00;0,00;0,24;0,24
999;2,1;3,68;0,00;0,00;0,00;0,00
1000;1,9;3,88;0,00;0,00;0,00;0,00
1001;1,3;3,89;0,00;0,00;0,00;0,00
1002;0,5;3,66;0,00;0,18;0,00;0,18
1003;0,5;3,67;0,00;0,00;1,77;1,77
1004;0;3,53;0,00;0,00;1,79;1,79
1005;0,5;3,41;0,00;0,00;1,48;1,48
1006;1;3,28;0,00;0,00;0,32;0,32
1007;1,5;3,16;0,00;0,00;0,00;0,00
1008;2;3,05;0,00;0,00;0,00;0,00
1009;2,7;2,9;0,00;0,00;0,00;0,00
1010;3,4;2,75;0,00;0,00;0,00;0,00
1011;4,1;2,6;0,00;103,36;0,00;103,36
1012;4,5;2,53;0,00;131,35;0,00;131,35
1013;4,8;2,25;0,00;132,96;0,00;132,96
1014;5,1;2,17;0,00;134,57;0,00;134,57
1015;5,4;2,17;0,00;134,81;0,00;134,81
1016;5,4;2,23;0,00;129,09;0,00;129,09
1017;3,9;2,35;0,00;0,00;0,45;0,45
1018;2;2,42;0,00;0,00;0,13;0,13
1019;0,4;2,57;0,00;0,00;0,14;0,14
1020;1;2,65;0,00;0,00;0,41;0,41
1021;1,9;2,91;0,00;0,00;0,26;0,26
1022;2,5;2,82;0,00;0,00;0,43;0,43
1023;2,7;2,68;0,00;0,00;0,23;0,23
1024;2,3;2,67;0,00;0,00;0,20;0,20
1025;1,3;2,6;0,00;0,00;0,00;0,00
1026;0,1;2,62;0,00;0,23;0,00;0,23
1027;0,4;2,45;0,00;0,00;1,29;1,29
1028;0,8;2,62;0,00;0,00;1,05;1,05
1029;1,2;2,61;0,00;0,00;0,92;0,92
1030;1,6;2,65;0,00;0,00;0,95;0,95
1031;2,1;2,54;0,00;0,00;0,00;0,00
1032;2,5;2,67;0,00;0,00;0,00;0,00
1033;2,7;2,55;0,00;0,00;0,00;0,00
1034;2,9;2,6;0,00;0,00;0,00;0,00
1035;3;2,59;0,00;0,00;0,00;0,00
1036;3;2,54;0,00;0,00;0,00;0,00
1037;3,1;2,57;0,00;53,45;0,00;53,45
1038;3,1;2,73;0,00;123,84;0,00;123,84
1039;3,1;2,72;0,00;123,50;0,00;123,50
1040;3;2,58;0,00;120,04;0,00;120,04
1041;0,9;2,82;0,00;0,00;0,38;0,38
1042;1,4;2,67;0,00;0,00;0,00;0,00
1043;3,8;2,54;0,00;0,00;0,00;0,00
1044;6,1;2,31;0,00;0,00;0,00;0,00
1045;7,6;2,51;0,00;0,00;0,00;0,00
1046;8,6;2,47;0,00;0,00;0,26;0,26
1047;9;2,57;0,00;0,00;0,24;0,24
1048;8,8;2,51;0,00;0,00;0,39;0,39
1049;7,7;2,57;0,00;0,00;0,43;0,43
1050;6,2;2,65;0,00;0,16;0,00;0,16
1051;5,1;3,11;0,00;0,00;0,00;0,00
1052;4;3,07;0,00;0,00;0,74;0,74
1053;3;3,1;0,00;0,00;0,49;0,49
1054;1,9;3,19;0,00;0,00;0,55;0,55
1055;0,9;3,08;0,00;0,15;0,00;0,15
1056;0,2;3,01;0,00;0,00;0,00;0,00
1057;1,5;2,87;0,00;0,00;0,00;0,00
1058;3,1;2,67;0,00;0,00;0,00;0,00
1059;4,7;2,38;0,00;0,00;0,00;0,00
1060;5,6;2,28;0,00;41,04;0,00;41,04
1061;6,5;2,21;0,00;142,07;0,00;142,07
1062;7,2;2,15;0,00;145,83;0,00;145,83
1063;7,9;2,09;0,00;149,26;0,00;149,26
1064;8;2,07;0,00;147,47;0,00;147,47
1065;7;2;0,00;0,00;0,37;0,37
1066;5,8;2,04;0,00;0,00;0,00;0,00
1067;4,7;2,07;0,00;0,00;0,32;0,32
1068;3,8;2,19;0,00;0,00;0,19;0,19
1069;3,2;2,18;0,00;0,00;0,00;0,00
1070;3;2,19;0,00;0,00;0,00;0,00
1071;3,1;2,12;0,00;0,00;0,35;0,35
1072;3,6;2,17;0,00;0,00;0,37;0,37
1073;4,5;2,15;0,00;0,00;0,29;0,29
1074;5,7;2,17;0,00;0,18;0,00;0,18
1075;6,6;2;0,00;0,34;0,00;0,34
1076;7,5;1,93;0,00;0,46;0,00;0,46
