 TIME                    	Delta_Energy             	Result                   	Result                   	label                    	
 HOURS              	°C                  	°C                  	kJ/h                	kJ/h                	
  +6.6400000000000000E+03	                +Infinity	  +2.3696209549656288E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6410000000000000E+03	                +Infinity	  +2.3696123219355297E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6420000000000000E+03	                +Infinity	  +2.3696036957599264E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6430000000000000E+03	                +Infinity	  +2.3695950764432564E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6440000000000000E+03	                +Infinity	  +2.3695864639899546E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6450000000000000E+03	                +Infinity	  +2.3695778584044510E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6460000000000000E+03	                +Infinity	  +2.3695692596911732E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6470000000000000E+03	                +Infinity	  +2.3695606678545454E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6480000000000000E+03	                +Infinity	  +2.3695520828989871E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6490000000000000E+03	                +Infinity	  +2.3695435048289150E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6500000000000000E+03	                +Infinity	  +2.3695349336487425E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6510000000000000E+03	                +Infinity	  +2.3695263693628786E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6520000000000000E+03	                +Infinity	  +2.3695178119757296E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6530000000000000E+03	                +Infinity	  +2.3695092614916976E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6540000000000000E+03	                +Infinity	  +2.3695007179151824E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6550000000000000E+03	                +Infinity	  +2.3694921812505783E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6560000000000000E+03	                +Infinity	  +2.3694836515022780E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6570000000000000E+03	                +Infinity	  +2.3694751286746686E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6580000000000000E+03	                +Infinity	  +2.3694666127721356E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6590000000000000E+03	                +Infinity	  +2.3694581037990599E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6600000000000000E+03	                +Infinity	  +2.3694496017598189E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6610000000000000E+03	                +Infinity	  +2.3694411066587864E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6620000000000000E+03	                +Infinity	  +2.3694326185003334E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6630000000000000E+03	                +Infinity	  +2.3694241372888260E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6640000000000000E+03	                +Infinity	  +2.3694156630286278E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6650000000000000E+03	                +Infinity	  +2.3694071957240985E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6660000000000000E+03	                +Infinity	  +2.3693987353795941E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6670000000000000E+03	                +Infinity	  +2.3693902819994673E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6680000000000000E+03	                +Infinity	  +2.3693818355880668E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6690000000000000E+03	                +Infinity	  +2.3693733961497378E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6700000000000000E+03	                +Infinity	  +2.3693649636888222E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6710000000000000E+03	                +Infinity	  +2.3693565382096583E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6720000000000000E+03	                +Infinity	  +2.3693481197165806E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6730000000000000E+03	                +Infinity	  +2.3693397082139199E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6740000000000000E+03	                +Infinity	  +2.3693313037060040E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6750000000000000E+03	                +Infinity	  +2.3693229061971559E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6760000000000000E+03	                +Infinity	  +2.3693145156916967E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6770000000000000E+03	                +Infinity	  +2.3693061321939425E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6780000000000000E+03	                +Infinity	  +2.3692977557082062E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6790000000000000E+03	                +Infinity	  +2.3692893862387973E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6800000000000000E+03	                +Infinity	  +2.3692810237900218E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6810000000000000E+03	                +Infinity	  +2.3692726683661814E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6820000000000000E+03	                +Infinity	  +2.3692643199715749E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6830000000000000E+03	                +Infinity	  +2.3692559786104968E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6840000000000000E+03	                +Infinity	  +2.3692476442872393E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6850000000000000E+03	                +Infinity	  +2.3692393170060890E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6860000000000000E+03	                +Infinity	  +2.3692309967713308E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6870000000000000E+03	                +Infinity	  +2.3692226835872447E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6880000000000000E+03	                +Infinity	  +2.3692143774581072E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6890000000000000E+03	                +Infinity	  +2.3692060783881925E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6900000000000000E+03	                +Infinity	  +2.3691977863817689E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6910000000000000E+03	                +Infinity	  +2.3691895014431032E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6920000000000000E+03	                +Infinity	  +2.3691812235764570E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6930000000000000E+03	                +Infinity	  +2.3691729527860898E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6940000000000000E+03	                +Infinity	  +2.3691646890762559E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6950000000000000E+03	                +Infinity	  +2.3691564324512066E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6960000000000000E+03	                +Infinity	  +2.3691481829151900E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6970000000000000E+03	                +Infinity	  +2.3691399404724498E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6980000000000000E+03	                +Infinity	  +2.3691317051272267E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.6990000000000000E+03	                +Infinity	  +2.3691234768837575E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7000000000000000E+03	                +Infinity	  +2.3691152557462749E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7010000000000000E+03	                +Infinity	  +2.3691070417190085E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7020000000000000E+03	                +Infinity	  +2.3690988348061845E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7030000000000000E+03	                +Infinity	  +2.3690906350120244E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7040000000000000E+03	                +Infinity	  +2.3690824423407469E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7050000000000000E+03	                +Infinity	  +2.3690742567965668E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7060000000000000E+03	                +Infinity	  +2.3690660783836955E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7070000000000000E+03	                +Infinity	  +2.3690579071063405E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7080000000000000E+03	                +Infinity	  +2.3690497429687051E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7090000000000000E+03	                +Infinity	  +2.3690415859749893E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7100000000000000E+03	                +Infinity	  +2.3690334361293901E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7110000000000000E+03	                +Infinity	  +2.3690252934361007E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7120000000000000E+03	                +Infinity	  +2.3690171578993090E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7130000000000000E+03	                +Infinity	  +2.3690090295232008E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7140000000000000E+03	                +Infinity	  +2.3690009083119583E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7150000000000000E+03	                +Infinity	  +2.3689927942697591E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7160000000000000E+03	                +Infinity	  +2.3689846874007776E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7170000000000000E+03	                +Infinity	  +2.3689765877091844E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7180000000000000E+03	                +Infinity	  +2.3689684951991470E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7190000000000000E+03	                +Infinity	  +2.3689604098748279E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7200000000000000E+03	                +Infinity	  +2.3689523317403874E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7210000000000000E+03	                +Infinity	  +2.3689442607999808E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7220000000000000E+03	                +Infinity	  +2.3689361970577602E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7230000000000000E+03	                +Infinity	  +2.3689281405178750E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7240000000000000E+03	                +Infinity	  +2.3689200911844688E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7250000000000000E+03	                +Infinity	  +2.3689120490616835E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7260000000000000E+03	                +Infinity	  +2.3689040141536560E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7270000000000000E+03	                +Infinity	  +2.3688959864645199E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7280000000000000E+03	                +Infinity	  +2.3688879659984056E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7290000000000000E+03	                +Infinity	  +2.3688799527594389E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7300000000000000E+03	                +Infinity	  +2.3688719467517421E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7310000000000000E+03	                +Infinity	  +2.3688639479794344E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7320000000000000E+03	                +Infinity	  +2.3688559564466311E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7330000000000000E+03	                +Infinity	  +2.3688479721574424E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7340000000000000E+03	                +Infinity	  +2.3688399951159772E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7350000000000000E+03	                +Infinity	  +2.3688320253263387E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7360000000000000E+03	                +Infinity	  +2.3688240627926268E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7370000000000000E+03	                +Infinity	  +2.3688161075189385E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7380000000000000E+03	                +Infinity	  +2.3688081595093661E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7390000000000000E+03	                +Infinity	  +2.3688002187679984E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7400000000000000E+03	                +Infinity	  +2.3687922852989212E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7410000000000000E+03	                +Infinity	  +2.3687843591062153E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7420000000000000E+03	                +Infinity	  +2.3687764401939589E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7430000000000000E+03	                +Infinity	  +2.3687685285662258E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7440000000000000E+03	                +Infinity	  +2.3687606242270857E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7450000000000000E+03	                +Infinity	  +2.3687527271806056E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7460000000000000E+03	                +Infinity	  +2.3687448374308482E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7470000000000000E+03	                +Infinity	  +2.3687369549818726E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7480000000000000E+03	                +Infinity	  +2.3687290798377336E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7490000000000000E+03	                +Infinity	  +2.3687212120024830E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7500000000000000E+03	                +Infinity	  +2.3687133514801681E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7510000000000000E+03	                +Infinity	  +2.3687054982748330E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7520000000000000E+03	                +Infinity	  +2.3686976523905179E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7530000000000000E+03	                +Infinity	  +2.3686898138312591E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7540000000000000E+03	                +Infinity	  +2.3686819826010898E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7550000000000000E+03	                +Infinity	  +2.3686741587040382E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7560000000000000E+03	                +Infinity	  +2.3686663421441290E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7570000000000000E+03	                +Infinity	  +2.3686585329253847E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7580000000000000E+03	                +Infinity	  +2.3686507310518218E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7590000000000000E+03	                +Infinity	  +2.3686429365274546E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7600000000000000E+03	                +Infinity	  +2.3686351493562924E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7610000000000000E+03	                +Infinity	  +2.3686273695423426E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7620000000000000E+03	                +Infinity	  +2.3686195970896063E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7630000000000000E+03	                +Infinity	  +2.3686118320020830E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7640000000000000E+03	                +Infinity	  +2.3686040742837670E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7650000000000000E+03	                +Infinity	  +2.3685963239386496E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7660000000000000E+03	                +Infinity	  +2.3685885809707179E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7670000000000000E+03	                +Infinity	  +2.3685808453839559E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7680000000000000E+03	                +Infinity	  +2.3685731171823426E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7690000000000000E+03	                +Infinity	  +2.3685653963698539E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7700000000000000E+03	                +Infinity	  +2.3685576829504620E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7710000000000000E+03	                +Infinity	  +2.3685499769281347E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7720000000000000E+03	                +Infinity	  +2.3685422783068375E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7730000000000000E+03	                +Infinity	  +2.3685345870905300E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7740000000000000E+03	                +Infinity	  +2.3685269032831695E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7750000000000000E+03	                +Infinity	  +2.3685192268887090E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7760000000000000E+03	                +Infinity	  +2.3685115579110976E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7770000000000000E+03	                +Infinity	  +2.3685038963542809E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7780000000000000E+03	                +Infinity	  +2.3684962422221997E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7790000000000000E+03	                +Infinity	  +2.3684885955187929E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7800000000000000E+03	                +Infinity	  +2.3684809562479936E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7810000000000000E+03	                +Infinity	  +2.3684733244137323E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7820000000000000E+03	                +Infinity	  +2.3684657000199346E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7830000000000000E+03	                +Infinity	  +1.6950500000000000E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7840000000000000E+03	                +Infinity	  +1.7441499999999999E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7850000000000000E+03	                +Infinity	  +2.3684428715205320E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7860000000000000E+03	                +Infinity	  +2.3684352769277771E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7870000000000000E+03	                +Infinity	  +1.3228000000000000E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7880000000000000E+03	                +Infinity	  +1.2612999999999998E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7890000000000000E+03	                +Infinity	  +2.3684125379253496E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7900000000000000E+03	                +Infinity	  +2.3684049731961508E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7910000000000000E+03	                +Infinity	  +2.3683974159425802E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7920000000000000E+03	                +Infinity	  +2.3683898661685257E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7930000000000000E+03	                +Infinity	  +2.3683823238778706E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7940000000000000E+03	                +Infinity	  +2.3683747890744962E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7950000000000000E+03	                +Infinity	  +2.3683672617622778E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7960000000000000E+03	                +Infinity	  +2.3683597419450894E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7970000000000000E+03	                +Infinity	  +2.3683522296267978E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7980000000000000E+03	                +Infinity	  +2.3683447248112691E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.7990000000000000E+03	                +Infinity	  +2.3683372275023640E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8000000000000000E+03	                +Infinity	  +2.3683297377039392E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8010000000000000E+03	                +Infinity	  +2.3683222554198477E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8020000000000000E+03	                +Infinity	  +2.3683147806539395E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8030000000000000E+03	                +Infinity	  +1.1300500000000001E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8040000000000000E+03	                +Infinity	  +2.1710000000000002E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8050000000000000E+03	                +Infinity	  +2.2578500000000003E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8060000000000000E+03	                +Infinity	  +2.2167999999999998E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8070000000000000E+03	                +Infinity	  +2.0657500000000002E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8080000000000000E+03	                +Infinity	  +1.9130000000000001E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8090000000000000E+03	                +Infinity	  +1.1815999999999998E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8100000000000000E+03	                +Infinity	  +2.3682552536419047E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8110000000000000E+03	                +Infinity	  +2.3682478467122249E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8120000000000000E+03	                +Infinity	  +2.3682404473390082E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8130000000000000E+03	                +Infinity	  +2.3682330555260614E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8140000000000000E+03	                +Infinity	  +2.3682256712771874E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8150000000000000E+03	                +Infinity	  +2.3682182945961853E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8160000000000000E+03	                +Infinity	  +2.3682109254868493E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8170000000000000E+03	                +Infinity	  +2.3682035639529713E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8180000000000000E+03	                +Infinity	  +2.3681962099983383E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8190000000000000E+03	                +Infinity	  +2.3681888636267340E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8200000000000000E+03	                +Infinity	  +2.3681815248419372E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8210000000000000E+03	                +Infinity	  +2.3681741936477232E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8220000000000000E+03	                +Infinity	  +2.3681668700478642E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8230000000000000E+03	                +Infinity	  +2.3681595540461279E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8240000000000000E+03	                +Infinity	  +2.3681522456462778E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8250000000000000E+03	                +Infinity	  +2.3681449448520740E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8260000000000000E+03	                +Infinity	  +2.3681376516672719E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8270000000000000E+03	                +Infinity	  +2.3681303660956246E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8280000000000000E+03	                +Infinity	  +1.5581500000000000E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8290000000000000E+03	                +Infinity	  +1.9752499999999998E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8300000000000000E+03	                +Infinity	  +1.8085500000000005E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8310000000000000E+03	                +Infinity	  +1.5933000000000001E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8320000000000000E+03	                +Infinity	  +1.4458500000000001E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8330000000000000E+03	                +Infinity	  +2.3680868127515987E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8340000000000000E+03	                +Infinity	  +2.3680795805767588E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8350000000000000E+03	                +Infinity	  +2.3680723560449479E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8360000000000000E+03	                +Infinity	  +2.3680651391598838E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8370000000000000E+03	                +Infinity	  +2.3680579299252781E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8380000000000000E+03	                +Infinity	  +2.3680507283448406E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8390000000000000E+03	                +Infinity	  +2.3680435344222758E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8400000000000000E+03	                +Infinity	  +2.3680363481612846E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8410000000000000E+03	                +Infinity	  +2.3680291695655643E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8420000000000000E+03	                +Infinity	  +2.3680219986388079E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8430000000000000E+03	                +Infinity	  +2.3680148353847045E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8440000000000000E+03	                +Infinity	  +2.3680076798069391E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8450000000000000E+03	                +Infinity	  +2.3680005319091936E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8460000000000000E+03	                +Infinity	  +2.3679933916951444E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8470000000000000E+03	                +Infinity	  +2.3679862591684656E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8480000000000000E+03	                +Infinity	  +2.3679791343328262E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8490000000000000E+03	                +Infinity	  +2.3679720171918922E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8500000000000000E+03	                +Infinity	  +2.3679649077493241E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8510000000000000E+03	                +Infinity	  +2.3679578060087800E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8520000000000000E+03	                +Infinity	  +1.3228000000000000E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8530000000000000E+03	                +Infinity	  +1.3512000000000000E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8540000000000000E+03	                +Infinity	  +1.1005000000000000E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8550000000000000E+03	                +Infinity	  +2.3679294761398563E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8560000000000000E+03	                +Infinity	  +1.1827500000000001E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8570000000000000E+03	                +Infinity	  +2.3679153575123428E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8580000000000000E+03	                +Infinity	  +2.3679083097880442E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8590000000000000E+03	                +Infinity	  +2.3679012697948872E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8600000000000000E+03	                +Infinity	  +2.3678942375364934E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8610000000000000E+03	                +Infinity	  +2.3678872130164805E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8620000000000000E+03	                +Infinity	  +2.3678801962384620E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8630000000000000E+03	                +Infinity	  +2.3678731872060487E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8640000000000000E+03	                +Infinity	  +2.3678661859228455E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8650000000000000E+03	                +Infinity	  +2.3678591923924552E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8660000000000000E+03	                +Infinity	  +2.3678522066184749E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8670000000000000E+03	                +Infinity	  +2.3678452286044987E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8680000000000000E+03	                +Infinity	  +2.3678382583541165E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8690000000000000E+03	                +Infinity	  +2.3678312958709145E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8700000000000000E+03	                +Infinity	  +2.3678243411584742E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8710000000000000E+03	                +Infinity	  +2.3678173942203742E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8720000000000000E+03	                +Infinity	  +2.3678104550601878E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8730000000000000E+03	                +Infinity	  +2.3678035236814850E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8740000000000000E+03	                +Infinity	  +2.3677966000878317E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8750000000000000E+03	                +Infinity	  +2.3677896842827897E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8760000000000000E+03	                +Infinity	  +2.3677827762699175E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8770000000000000E+03	                +Infinity	  +1.4978500000000000E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8780000000000000E+03	                +Infinity	  +1.6169000000000000E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8790000000000000E+03	                +Infinity	  +1.4386000000000001E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8800000000000000E+03	                +Infinity	  +1.3116000000000000E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8810000000000000E+03	                +Infinity	  +2.3677483532123424E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8820000000000000E+03	                +Infinity	  +2.3677414920269780E+02	                +Infinity	  +0.0000000000000000E+00	
  +6.8830000000000000E+03	                +Infinity	  +1.1461500000000001E+02	                +Infinity	  +0.0000000000000000E+00	
